lastname,firstname,salutation,company,gender,Birthdate,Email,Mobile,Fax,Phone,Address,Zipcode,City,Country,countryCode
GUIRBALDY,Suzanne,Mlle,ADAM-GIRONNE,male,02/27/85,testdata+33679634750@adobe.com,33079634750,33090065612,33090065662,"17, Pont Neuf",24480,URVAL,Germany,DE
CHASSAGNADES,Séverine,Mme,ALIGNON,female,08/20/41,testdata+33638918351@adobe.com,33038918351,33039733514,33039733526,"69, Rue de la Reine-Blanche",74910,ST SIXT,Germany,DE
MEYRONENC,Pascale,,SEYREIE,male,08/15/47,testdata+33655154663@adobe.com,33055154663,33015528233,33015528233,"15, Rue Marcel-Sembat",54600,VENEY,Germany,DE
MANIEVAL,Madeleine,Mlle,LARROUSSINE,female,03/09/59,testdata+33611660962@adobe.com,33011660962,33072143536,33072143557,"88, Route des Petits-Ponts",74130,VOUGY,Germany,DE
BRETONECHE,Sandra,Mme,FETTMAN,male,03/29/57,testdata+33696216047@adobe.com,33096216047,33079898660,33079898694,"85, Impasse de Presles",47600,SAUMONT,Germany,DE
GOIFIER,Karine,Mlle,RAVENES,female,07/20/76,testdata+33650968227@adobe.com,33050968227,33053326008,33053326097,"81, Rue Pierre-Bullet",57000,ST NICOLAS DU TERTRE,Germany,DE
GUIZALMOND,Patricia,Mlle,SEINSE,male,08/13/53,testdata+33612108724@adobe.com,33012108724,33005144984,33005144912,"77, Pont de la Concorde",58200,ALLIGNY COSNE,Germany,DE
CAUFFY,Josiane,Mme,BROUCHY,female,02/17/72,testdata+33637737525@adobe.com,33037737525,33041846538,33041846598,"26, Boulevard du Temple",17440,AYTRE,Germany,DE
BUNISSE,Christiane,,CURALET,male,02/19/88,testdata+33613777076@adobe.com,33013777076,33088170688,33088170617,"52, Passage Hulot",33010,CANEJAN,Germany,DE
GUYGOUX,Fabienne,Mlle,LASSANT,female,11/28/79,testdata+33627295979@adobe.com,33027295979,33086169091,33086169077,"32, Rue Pierre-Rebière",31700,BLAGNAC,Germany,DE
LAMBEFORT,Anne,Mme,LEYRAC,male,03/17/48,testdata+33653032471@adobe.com,33053032471,33099696837,33099696863,"90, Rue des Rondonneaux",77200,TORCY,Germany,DE
PEYRUSSY,Brigitte,Mlle,CANTAJOUL,female,08/25/70,testdata+33679355734@adobe.com,33079355734,33055776720,33055776748,"30, Rue des Wallons",60120,BACOUEL,Germany,DE
SOULAQUE,Michelle,Mlle,CUBIZOLES,male,09/17/71,testdata+33672625853@adobe.com,33072625853,33074623578,33074623528,"65, Cité Vaneau",50000,ST LO,Germany,DE
GAROSSE,Marie,Mme,BERNABET,female,10/05/60,testdata+33600357778@adobe.com,33000357778,33060926908,33060926912,"74, Avenue du Général-Dodds",31340,AUZEVILLE TOLOSANE,Germany,DE
DESSAIGUES,Nathalie,,JALENQUES-COLINET,male,02/10/60,testdata+33602094885@adobe.com,33002094885,33058781042,33058781096,"5, Villa Alexandre-Ribot",16560,TOURRIERS,Germany,DE
JOURNIAL,Michelle,Mlle,BAZALY,female,04/20/55,testdata+33628810711@adobe.com,33028810711,33033866375,33033866393,"2, Rue Joseph-Chailley",24750,CORNILLE,Germany,DE
LOUSSERTS,Michèle,Mme,CHAVAROCHE-RIXAIN,male,10/20/50,testdata+33651790701@adobe.com,33051790701,33005430233,33005430231,"7, Place du Cardinal-Amette",55000,VILLE SUR SAULX,Germany,DE
LESCURIER,Delphine,Mlle,PELLEGUY,female,08/13/55,testdata+33643416458@adobe.com,33043416458,33079163760,33079163749,"32, Rue Waldeck-Rousseau",33420,YVRAC,Germany,DE
MOYRIGAT,Bernadette,Mlle,MAZIEREE,male,04/11/50,testdata+33619149344@adobe.com,33019149344,33022778328,33022778337,"23, Rue Euryale-Dehaynin",74800,LA ROCHE SUR FORON,Germany,DE
ESQUEROU,Suzanne,Mme,FLEZE,female,09/30/80,testdata+33688816650@adobe.com,33088816650,33057472640,33057472628,"29, Rue Van-Loo",45800,ST JEAN DE BRAYE,Germany,DE
RESIMBEAU,Madeleine,,BRIGUIDI,male,05/25/69,testdata+33668044128@adobe.com,33068044128,33058944257,33058944298,"95, Rue d'Alençon",47120,BALEYSSAGUES,Germany,DE
SARNIS,Catherine,Mlle,LEMMET-D,female,12/27/84,testdata+33643391097@adobe.com,33043391097,33056335073,33056335033,"98, Rue des Orchidées",48000,ST ETIENNE DU VALDONNEZ,Germany,DE
MEYRONENC,Fabienne,Mme,BLEYJAC,male,01/22/58,testdata+33623026691@adobe.com,33023026691,33047163980,33047163953,"66, Rue François-de-Neufchâteau",31800,SAVARTHES,Germany,DE
ROUSSINQUE,Annick,Mlle,BEFFERA,female,06/01/54,testdata+33622249861@adobe.com,33022249861,33022135934,33022135925,"89, Rue des Quatre-Fils",45700,CORTRAT,Germany,DE
DELASTAL,Virginie,Mlle,GEORGEWITCH,male,12/23/69,testdata+33634986892@adobe.com,33034986892,33074580332,33074580330,"31, Villa Bosquet",53940,AHUILLE,Germany,DE
CALASI,Laetitia,Mme,AUZARI,female,08/01/47,testdata+33639596536@adobe.com,33039596536,33081001405,33081001488,"56, Place du Chancelier-Adenauer",44300,NANTES ,Germany,DE
JALENQUES-COLINET,Marie,,PIERRE,male,09/04/58,testdata+33658735948@adobe.com,33058735948,33090152771,33090152763,"45, Rue de la Cloche",78960,LA QUEUE LES YVELINES,Germany,DE
CHASOULE,Catherine,Mlle,SAULLES,female,08/03/84,testdata+33637464293@adobe.com,33037464293,33035802228,33035802244,"21, Place du Châtelet",83840,COMPS SUR ARTUBY,Germany,DE
POGEOLAT,Véronique,Mme,PAYROLE,male,02/04/84,testdata+33627189387@adobe.com,33027189387,33022619451,33022619472,"21, Rue du Commandant-Schlosing",80000,AMIENS ,Germany,DE
GRATEREAU,Michelle,Mlle,MOULIT,female,07/02/59,testdata+33611648872@adobe.com,33011648872,33073276972,33073276933,"20, Rue Paul-Escudier",54800,DONCOURT LES CONFLANS,Germany,DE
BONTAL,Karine,Mlle,MONTARNEL,male,11/28/79,testdata+33611348352@adobe.com,33011348352,33008166320,33008166327,"57, Passage Alombert",87190,VILLEFAVARD,Germany,DE
COUVES,Nicole,Mme,LONGNECAMP,female,02/15/81,testdata+33663823988@adobe.com,33063823988,33049980517,33049980527,"98, Rue Baillou",27110,VITOT,Germany,DE
BAZALY,Lucienne,,MOUILHARAT,male,12/18/78,testdata+33672765225@adobe.com,33072765225,33068132464,33068132450,"35, Rue Saint-Bruno",80800,IGNAUCOURT,Germany,DE
BUYGUES,Marguerite,Mlle,LANTAJOUL,female,12/25/59,testdata+33679203263@adobe.com,33079203263,33015480230,33015480263,"5, Rue Fenoux",76510,YAINVILLE,Germany,DE
PEUCHAVY,Alice,Mme,COFFIGNAT,male,10/10/45,testdata+33681715616@adobe.com,33081715616,33059943606,33059943611,"46, Rue Lacharrière",71390,VILLENEUVE EN MONTAGNE,Germany,DE
CHAVAROCHE-RIXAIN,Yvonne,Mlle,ROQUESOLANE,female,01/22/92,testdata+33611247182@adobe.com,33011247182,33082997337,33082997342,"47, Rue Boudreau",11800,VILLEDUBERT,Germany,DE
LAMBEFORT,Nathalie,Mlle,CROSMIERE,male,10/22/80,testdata+33616695249@adobe.com,33016695249,33056153478,33056153432,"27, Rue Charles-Nodier",18600,VEREAUX,Germany,DE
LAROQUES,Sophie,Mme,LAGRAMEYRIE,female,10/03/48,testdata+33627770069@adobe.com,33027770069,33005340269,33005340298,"96, Square de Padirac",7690,ST JULIEN VOCANCE,Germany,DE
MOULLIADE,Annie,,MARTIN-GUILLETON,male,08/26/49,testdata+33692967417@adobe.com,33092967417,33072611815,33072611833,"7, Rue de la Huchette",62420,BILLY MONTIGNY,Germany,DE
PEGHERRE,Christelle,Mlle,BERTHOUMERIE,female,05/02/85,testdata+33685673325@adobe.com,33085673325,33085635242,33085635227,"56, Villa Industrielle",97441,ST DENIS ,Germany,DE
BERTOUMEYRIE,Marie,Mme,CHAULIOC,male,02/17/58,testdata+33635628894@adobe.com,33035628894,33010341672,33010341611,"55, Allée Paul-Deschanel",13460,SAINTES MARIES DE LA MER,Germany,DE
COSTEROUSTE,Marcelle,Mlle,ANBERTIER,female,11/28/64,testdata+33695937882@adobe.com,33095937882,33044522926,33044522958,"60, Rue Francis-Picabia",25770,SERRE LES SAPINS,Germany,DE
BONITAN,Laurence,Mlle,COSTEROUSTE,male,06/27/79,testdata+33689731828@adobe.com,33089731828,33078154511,33078154576,"39, Boulevard de la Somme",45300,MARSAINVILLIERS,Germany,DE
CAPMEAU,Geneviève,Mme,SEINTINIER,female,09/23/82,testdata+33610058301@adobe.com,33010058301,33031827855,33031827894,"44, Rue du Tibre",60420,CREVECOEUR LE PETIT,Germany,DE
MONBOISE,Annick,,BOURGOUNIOUX,male,12/05/55,testdata+33614077098@adobe.com,33014077098,33096549667,33096549680,"78, Impasse de la Poissonnerie",88410,CLAUDON,Germany,DE
CHAMPEROLLES,Sophie,Mlle,SARROUY-THERIZOL,female,08/01/64,testdata+33656684657@adobe.com,33056684657,33065569187,33065569189,"87, Passage Chaussin",43100,AGNAT,Germany,DE
BERNARD-BET,Béatrice,Mme,JAPAVAYRE,male,02/15/66,testdata+33600598731@adobe.com,33000598731,33027652680,33027652686,"5, Rue Humblot",12000,RODEZ,Germany,DE
LACARIERE,Sylvie,Mlle,MOYRIGAT,female,05/10/60,testdata+33603929365@adobe.com,33003929365,33070193655,33070193638,"5, Passage Lhomme",47800,ST PARDOUX ISAAC,Germany,DE
LAROUSSINI,Alice,Mlle,LARROUME,male,10/01/78,testdata+33635794022@adobe.com,33035794022,33066421114,33066421159,"30, Rue Saint-Lambert",81700,PUYLAURENS,Germany,DE
PELLEGUY,Christiane,Mme,RESIMBEAU,female,04/05/53,testdata+33633458973@adobe.com,33033458973,33074991634,33074991624,"59, Place Tristan-Bernard",2500,AUBENTON,Germany,DE
PATROGNET,Maria,,MONSONCLE,male,08/28/54,testdata+33610405716@adobe.com,33010405716,33096332733,33096332770,"30, Rue Félix-Huguenet",69640,VILLE SUR JARNIOUX,Germany,DE
CUEILLES,Nathalie,Mlle,JOURNIAL,female,06/06/86,testdata+33677646768@adobe.com,33077646768,33072741923,33072741982,"58, Villa Albert-Robida",76540,ST MARTIN AUX BUNEAUX ,Germany,DE
BOUSSARAQUE,Marguerite,Mme,POIRIER-BOTTREAU,male,11/15/78,testdata+33612345939@adobe.com,33012345939,33055094462,33055094456,"86, Rue Montesquiou-Fezensac",62000,DAINVILLE,Germany,DE
LASSANT,Josette,Mlle,MAURYO,female,05/30/71,testdata+33617165080@adobe.com,33017165080,33028389575,33028389555,"57, Rue Christine",32810,ROQUELAURE,Germany,DE
HAGIESCO,Suzanne,Mlle,FENAUTRIGUE,male,10/23/57,testdata+33694800093@adobe.com,33094800093,33086471256,33086471242,"20, Place Paul-Reynaud",60420,CREVECOEUR LE PETIT,Germany,DE
RONGIE,Claudine,Mme,SEMETES,female,02/01/73,testdata+33655943418@adobe.com,33055943418,33026286309,33026286342,"28, Rue de Saint-Simon",95150,ARGENTEUIL,Germany,DE
LAPIE-MANAUD,Céline,,LEJOU,male,07/14/65,testdata+33679930261@adobe.com,33079930261,33024331569,33024331518,"74, Rue de Stockholm",33240,PEUJARD,Germany,DE
ADAM-GIRONNE,Germaine,Mlle,PERUSSY,female,03/10/92,testdata+33656079377@adobe.com,33056079377,33071347739,33071347753,"17, Rue Coriolis",52400,BOURBONNE LES BAINS,Germany,DE
FLEGE,Laurence,Mme,SOULIAGOUX,male,03/11/68,testdata+33677621178@adobe.com,33077621178,33045162764,33045162751,"64, Rue Serpente",55210,WAVRILLE,Germany,DE
PEUCHAVY,Béatrice,Mlle,FILHION,female,03/10/59,testdata+33681402450@adobe.com,33081402450,33039907041,33039907064,"97, Rue Favart",44540,ST SULPICE DES LANDES,Germany,DE
BOUBOLE,Marcelle,Mlle,CHAUVILLAR,male,02/08/41,testdata+33608124571@adobe.com,33008124571,33066033479,33066033448,"63, Cité Thure",93800,EPINAY SUR SEINE,Germany,DE
LIADIERES,Michèle,Mme,LASTRIE,female,10/07/68,testdata+33681517487@adobe.com,33081517487,33033551530,33033551520,"74, Square Desnouettes",74910,ST SIXT,Germany,DE
LATREMOULIERE,Pascale,,MEJECAGE,male,10/20/64,testdata+33633828670@adobe.com,33033828670,33094459416,33094459489,"18, Place Jussieu",68500,HARTMANNSWILLER,Germany,DE
JALENQUES,Patricia,Mlle,CHAPVERT,female,01/16/46,testdata+33620924382@adobe.com,33020924382,33003563634,33003563695,"25, Rue Scholcher",87000,LIMOGES ,Germany,DE
PELLEGUY,Sylvie,Mme,CAUFFY,male,10/22/70,testdata+33693994403@adobe.com,33093994403,33074149593,33074149533,"43, Passage Jean-Beausire",61700,ST GILLES DES MARAIS,Germany,DE
CHAMPEROLLES,Brigitte,Mlle,BUCB,female,08/07/70,testdata+33667230091@adobe.com,33067230091,33014136233,33014136266,"90, Rue Delaitre",37800,STE MAURE DE TOURAINE,Germany,DE
MOULLARAT,Lucienne,Mlle,PAYRASSE,male,02/02/62,testdata+33649473168@adobe.com,33049473168,33000366647,33000366695,"81, Rue Charras",88520,WISEMBACH,Germany,DE
JAPAVAYRE,Jeanne,Mme,CHONAC,female,11/10/65,testdata+33690169953@adobe.com,33090169953,33038227475,33038227481,"89, Rue des Bois",48340,TRELANS,Germany,DE
PALHIOL,Marguerite,,BERNARD-BET,male,02/03/48,testdata+33626775136@adobe.com,33026775136,33013430840,33013430819,"63, Place de l'Assommoir",95270,ASNIERES SUR OISE,Germany,DE
RAGEADES,Catherine,Mlle,MADOLY,female,11/20/67,testdata+33665306208@adobe.com,33065306208,33064721369,33064721353,"66, Passage de Lagny",35330,TREMEHEUC,Germany,DE
BOUTOURIE,Sandra,Mme,BONAL-DURAND,male,05/05/60,testdata+33644814645@adobe.com,33044814645,33058512317,33058512317,"39, Place Clemenceau",50800,BOURGUENOLLES,Germany,DE
HAGIESCO,Sophie,Mlle,BALMISE,female,02/04/86,testdata+33687580134@adobe.com,33087580134,33031674820,33031674828,"69, Place Pierre-Brisson",2100,VERNEUIL SUR SERRE,Germany,DE
FILHION,Marthe,Mlle,CLIDOU,male,11/30/51,testdata+33644984394@adobe.com,33044984394,33032735378,33032735314,"13, Rue Miollis",44110,NANTES ,Germany,DE
OVON,Lucienne,Mme,MOULLIADE,female,04/26/57,testdata+33611536545@adobe.com,33011536545,33044429988,33044429948,"33, Place de la Chapelle",51700,VINCELLES,Germany,DE
CALASI,Nicole,,LAPARRIGE,male,09/21/92,testdata+33614631767@adobe.com,33014631767,33059060417,33059060427,"65, Avenue Foch",7800,ST LAURENT DU PAPE,Germany,DE
BERLIGIER,Valérie,Mlle,NOUJET,female,09/17/51,testdata+33624974120@adobe.com,33024974120,33091877353,33091877386,"87, Passage Saint-Maur",32600,SEGOUFIELLE,Germany,DE
GIPTER,Marie,Mme,JENRIS,male,07/25/44,testdata+33630952142@adobe.com,33030952142,33074938450,33074938463,"61, Rue Honoré-Chevalier",25620,ARC ET SENANS,Germany,DE
MAYZIN,Nathalie,Mlle,GIBRA,female,08/28/51,testdata+33647773476@adobe.com,33047773476,33020443237,33020443248,"2, Passage du Montenegro",25770,SERRE LES SAPINS,Germany,DE
MATTAU,Henriette,Mlle,PLONGEAUT,male,02/07/70,testdata+33630417076@adobe.com,33030417076,33020933746,33020933785,"49, Square des Bouleaux",95840,VILLIERS ADAM,Germany,DE
MOULLIADE,Marie,Mme,GUIRBALDY,female,04/14/82,testdata+33689515348@adobe.com,33089515348,33054456222,33054456223,"27, Rue Legrand",43420,ST PAUL DE TARTAS,Germany,DE
BOUBONNELLE,Michelle,,GOULOUDOUX,male,06/06/67,testdata+33629669101@adobe.com,33029669101,33070294882,33070294859,"91, Avenue Matignon",69700,ECHALAS,Germany,DE
FLEGE,Christelle,Mlle,BRUNET-PICARD,female,01/02/57,testdata+33683633965@adobe.com,33083633965,33029189147,33029189194,"62, Rue Crespin-du-Gast",72800,THOREE LES PINS,Germany,DE
DELFISQUE,Catherine,Mme,PETELE,male,03/20/49,testdata+33651498762@adobe.com,33051498762,33035909660,33035909676,"16, Boulevard de Reuilly",94800,VILLEJUIF,Germany,DE
FOURBOUX,Karine,Mlle,PEGHERRE,female,08/24/55,testdata+33632439389@adobe.com,33032439389,33045187871,33045187831,"4, Rue de La Tour-d'Auvergne",22590,TREMELOIR,Germany,DE
CHIVIDRE,Geneviève,Mlle,MAUNARY,male,08/01/90,testdata+33622350646@adobe.com,33022350646,33041374925,33041374924,"81, Rue Clément",74910,ST SIXT,Germany,DE
CROSMIERE,Jacqueline,Mme,JOINNAUD,female,05/29/45,testdata+33601249699@adobe.com,33001249699,33035516764,33035516769,"17, Place Henri-Matisse",61700,ST GILLES DES MARAIS,Germany,DE
RENIAC,Marthe,,MADONEL,male,09/12/67,testdata+33680662847@adobe.com,33080662847,33012827260,33012827223,"45, Avenue de la Porte-de-Charenton",62350,MONT BERNANCHON,Germany,DE
DEKETE-LAERE,Josiane,Mlle,HERMIT,female,07/12/89,testdata+33613067140@adobe.com,33013067140,33008974879,33008974812,"78, Rue Guersant",90200,VESCEMONT,Germany,DE
RIBEYROTTES,Yvonne,Mme,FANCOURBE,male,02/22/58,testdata+33659571587@adobe.com,33059571587,33063294586,33063294591,"29, Porte du Pont-Neuf",22590,TREMELOIR,Germany,DE
DESSARGER,Nicole,Mlle,DELUIZE,female,05/28/80,testdata+33686404646@adobe.com,33086404646,33012419522,33012419569,"76, Impasse Baudricourt",57720,ORMERSVILLER,Germany,DE
OURLIT,Suzanne,Mlle,LOUILHARD,male,01/31/66,testdata+33682241434@adobe.com,33082241434,33035159129,33035159179,"37, Rue Hector-Malot",59670,ZUYTPEENE,Germany,DE
LARROUME,Michèle,Mme,CHALAFFY,female,06/10/61,testdata+33678633475@adobe.com,33078633475,33084309031,33084309048,"86, Rue Nicolaï",29300,ARZANO,Germany,DE
BUYGUES,Valérie,,LAROQUES,male,01/27/61,testdata+33606726881@adobe.com,33006726881,33026897113,33026897161,"34, Rue Sophie-Germain",74910,ST SIXT,Germany,DE
CHIVIDRE,Véronique,Mlle,HEYRES,female,11/08/41,testdata+33625044599@adobe.com,33025044599,33041913042,33041913092,"87, Rue Jean-Varenne",61700,ST GILLES DES MARAIS,Germany,DE
FENAUTRIGUE,Laurence,Mme,BERTOUMEYRIE,male,02/24/60,testdata+33605031647@adobe.com,33005031647,33056759690,33056759692,"67, Rue de Monbel",11500,VILLENEUVE LA COMPTAL,Germany,DE
GALTEYRIES,Corinne,Mlle,SIGNEROLES,female,04/02/52,testdata+33611147794@adobe.com,33011147794,33091170481,33091170453,"37, Square Rosny-Aîné",54600,VENEY,Germany,DE
BERNARD-BET,Michèle,Mlle,FERIEX,male,12/09/53,testdata+33620848315@adobe.com,33020848315,33059156006,33059156041,"10, Passage Saint-Michel",3300,CUSSET,Germany,DE
CHAMPEROLLES,Monique,Mme,CALDEMAISOU,female,03/02/61,testdata+33658411825@adobe.com,33058411825,33034318026,33034318055,"8, Rue Keller",10220,BREVONNES,Germany,DE
CARMAGNE,Brigitte,,OVON,male,03/04/92,testdata+33646148107@adobe.com,33046148107,33095105112,33095105185,"20, Rue d'Artois",76119,INCHEVILLE,Germany,DE
OUSTANIOL,Brigitte,Mlle,NOZIERE-PLANTIGNY,female,07/08/79,testdata+33604873396@adobe.com,33004873396,33084806022,33084806017,"39, Rue Arthur-Brière",15500,LAURIE,Germany,DE
FEUILLERADE,Joséphine,Mme,MALGUI,male,06/02/57,testdata+33603582994@adobe.com,33003582994,33057092965,33057092956,"96, Passage Alombert",38420,VOREPPE,Germany,DE
FERAYSSE,Marie,Mlle,LAUSSEIN,female,09/21/82,testdata+33604847351@adobe.com,33004847351,33007428507,33007428566,"33, Rue Jobbé-Duval",85600,MONTAIGU,Germany,DE
BOUZERANT,Michèle,Mlle,DESSARGER,male,05/28/58,testdata+33603356740@adobe.com,33003356740,33014644342,33014644331,"77, Rue du Colisée",8700,NOUZONVILLE,Germany,DE
FLEZE,Maria,Mme,GILLET-D,female,03/24/52,testdata+33614092122@adobe.com,33014092122,33012992003,33012992080,"81, Villa Duthy",4870,ST MICHEL L OBSERVATOIRE,Germany,DE
CHASOULE,Virginie,,BROULIOUX,male,06/12/63,testdata+33689142998@adobe.com,33089142998,33034624155,33034624128,"41, Rue Christine",77320,BETON BAZOCHES,Germany,DE
REVEIROLLE,Isabelle,Mlle,ROUFFEYT,female,03/07/75,testdata+33698809869@adobe.com,33098809869,33004556106,33004556174,"10, Place de l'Église-de-L'Assomption",15800,VIC SUR CERE,Germany,DE
COUSTON,Christelle,Mme,GARDILLES,male,09/18/61,testdata+33689478441@adobe.com,33089478441,33099081814,33099081865,"72, Rue Hérold",82700,ST PORQUIER,Germany,DE
GASCOUP,Suzanne,Mlle,CATELAT,female,05/28/54,testdata+33657146463@adobe.com,33057146463,33060745635,33060745698,"9, Rue Beautreillis",63000,CLERMONT FERRAND ,Germany,DE
MOYRIGAT,Marie,Mlle,ROUSSINQUE,male,03/21/48,testdata+33630384287@adobe.com,33030384287,33093514182,33093514135,"45, Rue du Cardinal-Mercier",70800,ST LOUP SUR SEMOUSE,Germany,DE
RAYNALDIE,Karine,Mme,SOULAQUE,female,07/16/48,testdata+33628321244@adobe.com,33028321244,33021624292,33021624217,"3, Place du Pérou",74100,ANNEMASSE,Germany,DE
PEBAROT,Annie,,CHYRIER,male,09/28/64,testdata+33680553785@adobe.com,33080553785,33037499782,33037499780,"69, Rue de la Reine-Blanche",64000,PAU,Germany,DE
LOUILHARD,Marie,Mlle,BRINQUET,female,01/29/91,testdata+33628578776@adobe.com,33028578776,33027690687,33027690675,"91, Square de l'Esterel",52500,VONCOURT,Germany,DE
FLEGE,Louise,Mme,PARLANGES,male,10/05/64,testdata+33682052505@adobe.com,33082052505,33028743094,33028743011,"87, Square de l'Opéra-Louis-Jouvet",93500,PANTIN,Germany,DE
ANBERTIER,Louise,Mlle,MATTAU,female,08/03/87,testdata+33666935982@adobe.com,33066935982,33003618137,33003618138,"41, Rue Lebouis",71250,BEAUMONT SUR GROSNE,Germany,DE
ALARDIES,Céline,Mlle,ATAYNE,male,02/14/64,testdata+33672140312@adobe.com,33072140312,33021121953,33021121988,"6, Rue du Général-Baratier",70600,VARS,Germany,DE
CARMAGNE,Marie,Mme,REVEIROLLE,female,02/22/89,testdata+33674339541@adobe.com,33074339541,33082283817,33082283895,"10, Rue Erckmann-Chatrian",52700,VIGNES LA COTE,Germany,DE
BARRAYRIE,Christine,,ROSARIE,male,01/11/73,testdata+33658312508@adobe.com,33058312508,33021508363,33021508366,"84, Passage Dudouy",71390,VILLENEUVE EN MONTAGNE,Germany,DE
FONTALIVES,Stéphanie,Mlle,JENECHAL,female,02/25/51,testdata+33601990574@adobe.com,33001990574,33007426345,33007426358,"79, Villa Olivier-Métra",48600,ST SYMPHORIEN,Germany,DE
CHALAFFY,Louise,Mme,FORETMEGRE,male,11/22/88,testdata+33632546991@adobe.com,33032546991,33028957899,33028957877,"36, Pont du Garigliano",21700,GERLAND,Germany,DE
INJEMBERT,Béatrice,Mlle,CHEYRIEZ,female,03/07/64,testdata+33651694528@adobe.com,33051694528,33096203462,33096203473,"43, Rue Galande",67470,TRIMBACH,Germany,DE
SEMETES,Bernadette,Mlle,PALHIOL,male,12/26/91,testdata+33630666460@adobe.com,33030666460,33098832824,33098832838,"48, Villa Lantiez",69100,WINTZENHEIM ,Germany,DE
HERMIT,Marie,Mme,PRESSAYRE,female,10/23/91,testdata+33609890494@adobe.com,33009890494,33075016399,33075016320,"67, Rue Olivier-Noyer",55800,SOMMEILLES,Germany,DE
PETELE,Pascale,,LAPIE-MANAUD,male,01/06/58,testdata+33690284708@adobe.com,33090284708,33027421232,33027421271,"9, Rue Chauchat",32810,ROQUELAURE,Germany,DE
BATUD,Nathalie,Mlle,MONAMGE,female,07/06/62,testdata+33665378166@adobe.com,33065378166,33077867952,33077867936,"35, Rue Pierre-Rebière",53500,ERNEE,Germany,DE
ARDANCE,Béatrice,Mme,AUDEVIC,male,06/18/89,testdata+33683128602@adobe.com,33083128602,33053684332,33053684371,"28, Rue Cuvier",71110,BRIANT,Germany,DE
BOUZERANT,Marguerite,Mlle,CORNARD,female,02/01/67,testdata+33651758674@adobe.com,33051758674,33091360769,33091360736,"30, Rue de la Mire",63700,ARS LES FAVETS,Germany,DE
MALSANGE,Sandra,Mlle,FOURNAGOUX,male,04/05/77,testdata+33698018325@adobe.com,33098018325,33012512445,33012512454,"86, Rue de Casablanca",71520,MONTAGNY SUR GROSNE,Germany,DE
MONTVALAT,Josiane,Mme,SALMY,female,01/07/68,testdata+33676162112@adobe.com,33076162112,33035222480,33035222470,"79, Rue La Fontaine",48190,STE HELENE,Germany,DE
GOULOUDOUX,Laetitia,,REYNAL-CHAGRAVE,male,12/06/52,testdata+33657162632@adobe.com,33057162632,33016017725,33016017735,"25, Rue de Reuilly",24800,VAUNAC,Germany,DE
ANBERTIER,Delphine,Mlle,CHABOISY,female,12/15/67,testdata+33633201967@adobe.com,33033201967,33048342555,33048342572,"12, Impasse Popincourt",67204,ACHENHEIM,Germany,DE
PUNIEJOUL,Céline,Mme,POGEOLAT,male,12/31/90,testdata+33669300589@adobe.com,33069300589,33041778768,33041778731,"85, Rue Aumont",84400,AURIBEAU,Germany,DE
BONITAN,Karine,Mlle,REYNALDIE,female,05/23/65,testdata+33699993290@adobe.com,33099993290,33079323345,33079323340,"7, Passage de l'Industrie",62770,BLINGEL,Germany,DE
GASCOUP,Laurence,Mlle,BRETONECHE,male,10/28/63,testdata+33689238079@adobe.com,33089238079,33003064237,33003064280,"14, Avenue Rachel",74660,VALLORCINE,Germany,DE
CHASTANG-DURAND,Valérie,Mme,SISCAN,female,08/15/91,testdata+33621988770@adobe.com,33021988770,33017623696,33017623693,"7, Cité Pottier",80640,THIEULLOY L ABBAYE,Germany,DE
MAURYO,Nicole,,BALORAN,male,06/11/43,testdata+33620634091@adobe.com,33020634091,33071146491,33071146460,"38, Rue Leroux",64800,COARRAZE,Germany,DE
CHAMPEROLLES,Françoise,Mlle,GUYGOUX,female,12/16/62,testdata+33644837611@adobe.com,33044837611,33091954070,33091954067,"55, Place du Paraguay",33000,BORDEAUX ,Germany,DE
RIGODIERE,Christelle,Mme,CHAVIGNIE,male,07/20/62,testdata+33655790177@adobe.com,33055790177,33043591964,33043591932,"65, Rue d'Amsterdam",94600,CHOISY LE ROI,Germany,DE
BAILHON,Lucienne,Mlle,ALTAROCHE,female,06/26/51,testdata+33677004758@adobe.com,33077004758,33086457349,33086457336,"54, Rue Louis-Morard",54540,FENNEVILLER,Germany,DE
MOULLARAT,Anne,Mlle,PEYRUSSY,male,04/27/45,testdata+33627986553@adobe.com,33027986553,33015240547,33015240580,"81, Rue Calmels-Prolongée",8700,NOUZONVILLE,Germany,DE
LAUSSEIN,Fabienne,Mme,GIPTER,female,10/12/63,testdata+33646378580@adobe.com,33046378580,33099860475,33099860434,"14, Place du Louvre",62850,REBERGUES,Germany,DE
CHAPBERT,Marguerite,,GOMESSES,male,01/27/84,testdata+33630695516@adobe.com,33030695516,33000398028,33000398037,"87, Rue Pierre-Le-Grand",94600,CHOISY LE ROI,Germany,DE
MANIEVAL,Yvonne,Mlle,LEOTIE,female,07/04/62,testdata+33623463826@adobe.com,33023463826,33014014600,33014014688,"51, Rue Cardan",82370,VILLEBRUMIER,Germany,DE
MOULLIADE,Marie,Mme,HYGONEM,male,02/21/63,testdata+33683816296@adobe.com,33083816296,33067274136,33067274146,"12, Rue Bernard-Dimey",87110,LIMOGES ,Germany,DE
PAOLLELA,Monique,Mlle,MASTOUBAT,female,10/14/89,testdata+33668420836@adobe.com,33068420836,33058032465,33058032411,"21, Rue Dalayrac",83920,LA MOTTE,Germany,DE
